salesHistoryKey,propertyKey,streetAddress,salesTypeDsc,saleAmt,saleDate
125141,24561,2514 WILSON BLVD,"4-Multiple RPCs, Not A Coded S",31900000,2018-12-24
125177,24566,N BARTON ST,"4-Multiple RPCs, Not A Coded S",31900000,2018-12-24
91912,18026,900 N TAYLOR ST 2112,F-Multiple RPCs Not Market Sal,412500,2018-12-21
91886,18023,900 N TAYLOR ST 2108,F-Multiple RPCs Not Market Sal,412500,2018-12-21
120211,23594,1011 ARLINGTON BLVD 727,O-Assignment of Lease,139200,2018-12-20
59090,11767,2216 N SOMERSET ST,E-Estate Sale,783380,2018-12-20
164514,32211,2117 S QUEBEC ST,5-Not Market Sale,526000,2018-12-20
252542,48032,820 N POLLARD ST 906,7-Partial Interest,65000,2018-12-20
269742,51503,4669 34th ST N,G-New Construction,3000000,2018-12-20
116545,22819,1121 ARLINGTON BLVD 129,O-Assignment of Lease,150000,2018-12-20
56243,11184,5625 18th RD N,G-New Construction,1570416,2018-12-19
173667,58365,4600 S FOUR MILE RUN DR 0530,7-Partial Interest,38750,2018-12-19
6098,1202,2309 N TUCKAHOE ST,L-Land Sale,1620000,2018-12-19
128448,25213,2503 2nd RD N,E-Estate Sale,650000,2018-12-18
101813,52855,2107 N TAFT ST 00018,7-Partial Interest,69200,2018-12-18
143139,66682,5111 8th RD S 301,5-Not Market Sale,170000,2018-12-17
230303,68842,851 N GLEBE RD 1312,A-Correction Deed,325000,2018-12-17
102896,20211,20th ST N,L-Land Sale,14000000,2018-12-17
208772,68180,1200 CRYSTAL DR 1714,"4-Multiple RPCs, Not A Coded S",1430000,2018-12-14
443,81,3007 N TORONTO ST,G-New Construction,1825000,2018-12-14
156615,61140,3351 5th ST S,E-Estate Sale,605000,2018-12-14
195227,37892,2101 S MONROE ST,"4-Multiple RPCs, Not A Coded S",315000,2018-12-14
195759,37986,S MONROE ST,"4-Multiple RPCs, Not A Coded S",315000,2018-12-14
208706,40408,1200 CRYSTAL DR 1713,"4-Multiple RPCs, Not A Coded S",1430000,2018-12-14
166646,61464,1337 S BUCHANAN ST,5-Not Market Sale,451150,2018-12-13
152201,29827,3603 9th ST S,5-Not Market Sale,474000,2018-12-12
193673,37607,S GARFIELD ST,L-Land Sale,1100,2018-12-11
219953,59811,27th ST S,L-Land Sale,1800,2018-12-11
202834,39288,12th ST S,L-Land Sale,1100,2018-12-11
90848,17897,900 N TAYLOR ST 1125,5-Not Market Sale,210000,2018-12-11
165343,52709,S STAFFORD ST,L-Land Sale,600,2018-12-11
216072,41788,647 22nd ST S,7-Partial Interest,450000,2018-12-08
75386,15040,5226 BLUEMONT DR,L-Land Sale,550000,2018-12-07
62223,12378,6026 22nd ST N,G-New Construction,1590000,2018-12-07
118309,23195,1111 ARLINGTON BLVD 331,O-Assignment of Lease,190000,2018-12-06
47824,9507,2007 N DINWIDDIE ST,K-Financial Institution,624750,2018-12-06
191012,37103,3460 S STAFFORD ST A2,E-Estate Sale,385000,2018-12-05
119223,23390,1111 ARLINGTON BLVD 902,O-Assignment of Lease,144000,2018-11-30
118957,65884,1111 ARLINGTON BLVD 722,O-Assignment of Lease,136000,2018-11-30
155865,30532,3625 1st RD S,5-Not Market Sale,520000,2018-11-30
269749,51505,1014 N KENNEBEC ST,G-New Construction,1002512,2018-11-30
9170,1807,5308 31st RD N,L-Land Sale,980000,2018-11-30
33494,6688,2201 MILITARY RD,5-Not Market Sale,700000,2018-11-30
140298,27535,125 S COLUMBUS ST,5-Not Market Sale,632000,2018-11-30
117093,22938,1121 ARLINGTON BLVD 504,O-Assignment of Lease,152000,2018-11-29
190278,36958,4300 35th ST S B2,E-Estate Sale,240000,2018-11-28
269746,64147,1012 N KENNEBEC ST,G-New Construction,1057279,2018-11-28
86312,17117,3800 FAIRFAX DR 1613,"4-Multiple RPCs, Not A Coded S",677500,2018-11-28
87428,17312,3800 FAIRFAX DR 325AB,"4-Multiple RPCs, Not A Coded S",677500,2018-11-28
101215,52837,1711 21st RD N,5-Not Market Sale,800000,2018-11-28
158540,52491,313 S VEITCH ST,5-Not Market Sale,385000,2018-11-27
92079,18058,836 N WAKEFIELD ST,5-Not Market Sale,660000,2018-11-26
139149,66547,236 N THOMAS ST 236-1,E-Estate Sale,243000,2018-11-26
143064,57951,5111 8th RD S 112,5-Not Market Sale,70750,2018-11-23
269722,51493,489 N ABINGDON ST,G-New Construction,1589830,2018-11-20
172169,33635,1111 S BUCHANAN ST,5-Not Market Sale,407000,2018-11-20
56792,11295,14th ST N,"4-Multiple RPCs, Not A Coded S",675000,2018-11-19
119872,23521,1011 ARLINGTON BLVD 524,O-Assignment of Lease,150000,2018-11-19
158233,61193,323 S WAYNE ST,"4-Multiple RPCs, Not A Coded S",6700000,2018-11-19
158585,31057,2120 2nd ST S,"4-Multiple RPCs, Not A Coded S",6700000,2018-11-19
158244,30996,319 S WAYNE ST,"4-Multiple RPCs, Not A Coded S",6700000,2018-11-19
158668,31072,2116 2nd ST S,"4-Multiple RPCs, Not A Coded S",6700000,2018-11-19
56799,11296,5930 14th ST N,"4-Multiple RPCs, Not A Coded S",675000,2018-11-19
61555,12238,1825 N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",625000,2018-11-16
61552,61930,N QUINTANA ST,"4-Multiple RPCs, Not A Coded S",625000,2018-11-16
111348,21810,1549 CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",50501750,2018-11-16
118782,23296,1111 ARLINGTON BLVD 621,O-Assignment of Lease,155000,2018-11-16
111352,21811,1553 CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",50501750,2018-11-16
111356,21812,CLARENDON BLVD,"4-Multiple RPCs, Not A Coded S",50501750,2018-11-16
248670,47491,1220 N FILLMORE ST 604,7-Partial Interest,200000,2018-11-16
111360,21813,1560 WILSON BLVD,"4-Multiple RPCs, Not A Coded S",50501750,2018-11-16
111364,21814,1550 WILSON BLVD,"4-Multiple RPCs, Not A Coded S",51998250,2018-11-16
111368,64526,1550 WILSON BLVD,"4-Multiple RPCs, Not A Coded S",51998250,2018-11-16
119160,23376,1111 ARLINGTON BLVD 832,O-Assignment of Lease,143000,2018-11-16
38742,7726,1704 N MONROE ST,L-Land Sale,585000,2018-11-15
228174,44016,1400 N MEADE ST,5-Not Market Sale,3000000,2018-11-15
30400,6081,2410 N GLEBE RD,7-Partial Interest,208000,2018-11-13
241450,69187,4500 S FOUR MILE RUN DR 105,K-Financial Institution,197400,2018-11-12
30399,6081,2410 N GLEBE RD,7-Partial Interest,208000,2018-11-09
222785,43150,1806 24th ST S,"1-Foreclosure, Auction, Bankru",420000,2018-11-09
130990,25701,1327 N BARTON ST,5-Not Market Sale,969000,2018-11-08
138438,27185,224 N GEORGE MASON DR 224-3,"1-Foreclosure, Auction, Bankru",147000,2018-11-08
253031,48106,1739 CLARENDON BLVD,C-Condo Parking Space,4800,2018-11-07
8009,1584,3465 N EMERSON ST,L-Land Sale,675000,2018-11-05
172052,33609,5013 24th ST S,5-Not Market Sale,455000,2018-11-02
214971,41577,739 20th ST S,L-Land Sale,540000,2018-10-31
121172,23799,1021 ARLINGTON BLVD 430,O-Assignment of Lease,205000,2018-10-31
169362,33094,5300 COLUMBIA PIKE 712,"1-Foreclosure, Auction, Bankru",158839,2018-10-31
270244,51628,2005 N NOTTINGHAM ST,B-Not Previously Assessed,1367924,2018-10-30
99355,19537,3809 13th ST N,"4-Multiple RPCs, Not A Coded S",975000,2018-10-30
99433,19551,13th ST N,"4-Multiple RPCs, Not A Coded S",975000,2018-10-30
165650,32433,4202 16th ST S,5-Not Market Sale,525000,2018-10-29
121031,23770,1021 ARLINGTON BLVD 331,O-Assignment of Lease,225000,2018-10-25
72536,65511,4720 WILSON BLVD,L-Land Sale,650000,2018-10-19
92604,18170,2001 N ADAMS ST,7-Partial Interest,26826930,2018-10-19
251587,47871,3600 S GLEBE RD 626W,A-Correction Deed,352000,2018-10-19
92605,18170,2001 N ADAMS ST,7-Partial Interest,21323896,2018-10-19
92042,18050,4600 FAIRFAX DR,7-Partial Interest,13341840,2018-10-19
92606,18170,2001 N ADAMS ST,7-Partial Interest,6349174,2018-10-19
159070,61218,700 S COURTHOUSE RD,7-Partial Interest,8500000,2018-10-19
269918,51557,1411 KEY BLVD 209,B-Not Previously Assessed,949900,2018-10-18
91761,18009,900 N TAYLOR ST 2009,5-Not Market Sale,35000,2018-10-18
22782,4539,3038 N STAFFORD ST,G-New Construction,2250000,2018-10-17
93598,65055,1931 N CLEVELAND ST 500,"1-Foreclosure, Auction, Bankru",242000,2018-10-17
87,14,36th ST N,J-Property in 2 Jurisdictions,1000000,2018-10-15
117784,53372,1121 ARLINGTON BLVD 906,7-Partial Interest,60000,2018-10-15
91241,17941,900 N TAYLOR ST 1525,5-Not Market Sale,216029,2018-10-15
119532,23447,1011 ARLINGTON BLVD 209,O-Assignment of Lease,143000,2018-10-12
37625,7497,4042 21st ST N,"4-Multiple RPCs, Not A Coded S",815000,2018-10-11
14774,2928,3609 JOHN MARSHALL DR,G-New Construction,2007924,2018-10-11
128210,25171,2404 3rd ST N,5-Not Market Sale,945000,2018-10-11
269793,64151,612 N VERMONT ST,G-New Construction,1890430,2018-10-11
37612,55188,21st ST N,"4-Multiple RPCs, Not A Coded S",815000,2018-10-11
220290,42646,2618 S IVES ST,L-Land Sale,1160000,2018-10-11
53392,54607,5713 10th RD N 113,"4-Multiple RPCs, Not A Coded S",3200000,2018-10-11
27939,55972,2705 25th ST N,7-Partial Interest,600000,2018-10-11
53387,10617,5713 10th RD N 101,"4-Multiple RPCs, Not A Coded S",3200000,2018-10-11
88703,17540,900 N STAFFORD ST 1818,"4-Multiple RPCs, Not A Coded S",495000,2018-10-10
89657,17726,901 N STUART ST 4-130,"4-Multiple RPCs, Not A Coded S",495000,2018-10-10
131612,57571,7th ST N,"4-Multiple RPCs, Not A Coded S",1360000,2018-10-09
131575,25830,3137 7th ST N,"4-Multiple RPCs, Not A Coded S",1360000,2018-10-09
7663,56398,6125 WILLIAMSBURG BLVD,L-Land Sale,690000,2018-10-05
139808,27435,3850 2nd ST N,"4-Multiple RPCs, Not A Coded S",1300000,2018-10-05
139805,27434,3854 2nd ST N,"4-Multiple RPCs, Not A Coded S",1300000,2018-10-05
193177,37513,3520 S WAKEFIELD ST,A-Correction Deed,610000,2018-10-05
141418,57895,5724 2nd ST S,5-Not Market Sale,493000,2018-10-05
66367,13260,5901 10th RD N,E-Estate Sale,875000,2018-10-03
121742,23918,1021 ARLINGTON BLVD 747,O-Assignment of Lease,125500,2018-10-01
269972,51565,1411 KEY BLVD 309,B-Not Previously Assessed,959900,2018-10-01
24187,4822,4500 33rd ST N,G-New Construction,2800000,2018-09-28
98696,65231,1205 N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98700,19416,1123 N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98659,19410,1126 N HUDSON ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98704,19417,1200 N HUDSON ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98663,19411,N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
125516,24643,2622 FAIRFAX DR,"1-Foreclosure, Auction, Bankru",423000,2018-09-28
98667,65229,1229 N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
145884,28616,5617 8th ST S,5-Not Market Sale,295600,2018-09-28
98671,19412,1237 N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98677,19413,1220 N HUDSON ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98681,65230,N HUDSON ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98685,19414,N HUDSON ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
98689,19415,1125 N IRVING ST,"4-Multiple RPCs, Not A Coded S",20382555,2018-09-28
120855,23735,1021 ARLINGTON BLVD 219,O-Assignment of Lease,180000,2018-09-27
90252,64964,900 N TAYLOR ST 627,5-Not Market Sale,185000,2018-09-26
214359,41453,918 17th ST S,G-New Construction,1499000,2018-09-26
62387,12414,6055 20th ST N,G-New Construction,1474000,2018-09-25
163741,32063,1620 S NELSON ST,5-Not Market Sale,480000,2018-09-25
45653,9074,4622 14th ST N,7-Partial Interest,522000,2018-09-24
119117,57161,1111 ARLINGTON BLVD 820,O-Assignment of Lease,150000,2018-09-24
54682,10874,2312 N KENSINGTON ST,5-Not Market Sale,675000,2018-09-24
194950,59021,2110 S KENMORE ST,K-Financial Institution,352640,2018-09-24
719,134,3200 N TRINIDAD ST,G-New Construction,1780000,2018-09-21
75295,65602,5217 5th ST N,G-New Construction,1040808,2018-09-21
149342,29264,3623 3rd ST S,E-Estate Sale,480000,2018-09-21
17260,3425,4822 37th ST N,E-Estate Sale,1005000,2018-09-21
270230,51620,LEE HWY,"4-Multiple RPCs, Not A Coded S",2115000,2018-09-21
270234,51622,LEE HWY,"4-Multiple RPCs, Not A Coded S",2115000,2018-09-21
270246,51629,3260 N OHIO ST,B-Not Previously Assessed,1050000,2018-09-21
270232,51621,6122 LEE HWY,"4-Multiple RPCs, Not A Coded S",2115000,2018-09-21
270236,51623,LEE HWY,"4-Multiple RPCs, Not A Coded S",2115000,2018-09-21
34960,6978,2207 N KENMORE ST,7-Partial Interest,77184,2018-09-19
91063,17920,900 N TAYLOR ST 1411,F-Multiple RPCs Not Market Sal,274000,2018-09-19
91123,17928,900 N TAYLOR ST 1427,F-Multiple RPCs Not Market Sal,274000,2018-09-19
137589,57771,4501 ARLINGTON BLVD 0417,7-Partial Interest,117949,2018-09-19
72038,14386,704 N WAKEFIELD ST,5-Not Market Sale,1000000,2018-09-18
78955,65726,1324 N STUART ST,5-Not Market Sale,580000,2018-09-18
72112,14398,700 N WAKEFIELD ST,5-Not Market Sale,1000000,2018-09-18
5482,56327,2443 N QUANTICO ST,G-New Construction,1740000,2018-09-17
47058,9370,5066 LEE HWY,"4-Multiple RPCs, Not A Coded S",3663157,2018-09-17
47062,9371,LEE HWY,"4-Multiple RPCs, Not A Coded S",3663157,2018-09-17
47102,9379,LEE HWY,"4-Multiple RPCs, Not A Coded S",3663157,2018-09-17
47110,55503,LEE HWY,"4-Multiple RPCs, Not A Coded S",3663157,2018-09-17
89949,17782,901 N STUART ST 4-207,"4-Multiple RPCs, Not A Coded S",690000,2018-09-17
88971,17592,900 N STAFFORD ST 2325,"4-Multiple RPCs, Not A Coded S",690000,2018-09-17
53675,10669,5420 11th ST N,L-Land Sale,989000,2018-09-14
128106,25148,2413 3rd ST N,5-Not Market Sale,900000,2018-09-14
72002,14377,4611 N CARLIN SPRINGS RD,5-Not Market Sale,790000,2018-09-13
919,56176,6801 31st ST N,J-Property in 2 Jurisdictions,856000,2018-09-13
261962,49511,457 N GEORGE MASON DR,5-Not Market Sale,892100,2018-09-13
270099,51583,1411 KEY BLVD 509,B-Not Previously Assessed,960000,2018-09-13
241449,69187,4500 S FOUR MILE RUN DR 105,"1-Foreclosure, Auction, Bankru",196875,2018-09-11
116540,53328,1121 ARLINGTON BLVD 128,O-Assignment of Lease,157700,2018-09-07
19003,3786,4401 35th ST N,5-Not Market Sale,1749999,2018-09-06
265576,50134,1011 ARLINGTON BLVD 1112,O-Assignment of Lease,215000,2018-09-06
117995,23126,1121 ARLINGTON BLVD 1014,O-Assignment of Lease,330000,2018-09-05
117161,22950,1121 ARLINGTON BLVD 521,O-Assignment of Lease,139000,2018-09-04
267098,50553,1610 N QUEEN ST 246,C-Condo Parking Space,30000,2018-09-04
54220,10777,2314 N LEXINGTON ST,G-New Construction,1412000,2018-08-31
54996,10933,2205 N KENSINGTON ST,5-Not Market Sale,835000,2018-08-31
269575,51434,1122 N STUART ST,G-New Construction,1204609,2018-08-31
146086,28655,5431 8th RD S,5-Not Market Sale,247800,2018-08-31
151449,58213,613 S BUCHANAN ST,E-Estate Sale,537000,2018-08-31
172466,33691,1320 S DINWIDDIE ST,5-Not Market Sale,440000,2018-08-31
33614,62113,2114 N POLLARD ST,"4-Multiple RPCs, Not A Coded S",1045000,2018-08-30
55918,11116,2016 N MADISON ST,5-Not Market Sale,555000,2018-08-30
269585,51438,1132 N STUART ST,G-New Construction,1384114,2018-08-30
3879,56272,2626 N ROCKINGHAM ST,G-New Construction,1521750,2018-08-30
33631,55057,N QUINCY ST,"4-Multiple RPCs, Not A Coded S",1045000,2018-08-30
79208,15811,1201 N VERNON ST,5-Not Market Sale,700000,2018-08-30
215879,41751,908 21st ST S,L-Land Sale,650000,2018-08-30
121864,23944,1021 ARLINGTON BLVD 834,O-Assignment of Lease,138800,2018-08-30
11889,63595,2613 N LEXINGTON ST,5-Not Market Sale,885000,2018-08-29
8656,1708,4928 LITTLE FALLS RD,"4-Multiple RPCs, Not A Coded S",1710000,2018-08-29
269796,51521,616 N VERMONT ST,G-New Construction,1784760,2018-08-29
8663,1710,LITTLE FALLS RD,"4-Multiple RPCs, Not A Coded S",1710000,2018-08-29
120779,23719,1011 ARLINGTON BLVD 1106,O-Assignment of Lease,82108,2018-08-29
269791,51520,610 N VERMONT ST,G-New Construction,1766500,2018-08-29
269581,64135,1128 N STUART ST,G-New Construction,1302721,2018-08-29
77466,15463,5141 3rd ST N,5-Not Market Sale,580000,2018-08-29
117370,22996,1121 ARLINGTON BLVD 634,O-Assignment of Lease,129000,2018-08-29
236906,69071,1021 N GARFIELD ST 1016,C-Condo Parking Space,20000,2018-08-29
26442,5275,3837 26th ST N,5-Not Market Sale,835000,2018-08-28
9691,56465,3325 N KENSINGTON ST,G-New Construction,1940000,2018-08-28
37183,62230,1535 N RANDOLPH ST,L-Land Sale,785000,2018-08-28
71607,14309,601 N WAKEFIELD ST,5-Not Market Sale,745000,2018-08-28
100970,19844,1508 22nd ST N,E-Estate Sale,930000,2018-08-27
899,171,6831 30th RD N,L-Land Sale,680000,2018-08-27
270157,51592,1411 KEY BLVD 608,B-Not Previously Assessed,634900,2018-08-27
269583,51437,1130 N STUART ST,G-New Construction,1354955,2018-08-27
269596,51441,1134 N STUART ST 2,G-New Construction,1024333,2018-08-27
5992,1183,2404 N ROCKINGHAM ST,5-Not Market Sale,730000,2018-08-25
186632,36262,3514 S FOUR MILE RUN DR,8-Gov't Agencies Acquisition,950000,2018-08-24
269579,51436,1126 N STUART ST,G-New Construction,1325715,2018-08-24
270183,51600,4100 37th ST N,B-Not Previously Assessed,3125000,2018-08-24
119722,23490,1011 ARLINGTON BLVD 431,E-Estate Sale,242500,2018-08-24
269369,51363,4831 LITTLE FALLS RD,G-New Construction,1525000,2018-08-24
269594,57067,1134 N STUART ST 3,G-New Construction,1077262,2018-08-24
269598,51442,1134 N STUART ST 1,G-New Construction,1088182,2018-08-24
270186,51601,37th ST N,B-Not Previously Assessed,3125000,2018-08-24
77801,15534,4735 1st ST N,E-Estate Sale,687100,2018-08-22
17795,3533,4912 34th RD N,5-Not Market Sale,775000,2018-08-22
165683,32441,1616 S STAFFORD ST,"1-Foreclosure, Auction, Bankru",529308,2018-08-22
242884,69229,4500 S FOUR MILE RUN DR 1034,K-Financial Institution,315000,2018-08-22
17226,55614,4937 36th ST N,L-Land Sale,830000,2018-08-21
160486,31423,S HIGHLAND ST,F-Multiple RPCs Not Market Sal,510000,2018-08-21
76876,54289,238 N GALVESTON ST,E-Estate Sale,715000,2018-08-21
45708,9083,1215 N ABINGDON ST,L-Land Sale,715000,2018-08-20
224280,68684,2001 S KNOLL ST,5-Not Market Sale,1200000,2018-08-20
31881,56106,2370 N TAYLOR ST,L-Land Sale,690000,2018-08-20
35543,55119,4343 LEE HWY 602,"1-Foreclosure, Auction, Bankru",187000,2018-08-17
9365,1845,5540 32nd ST N,L-Land Sale,803000,2018-08-17
31937,6386,4219 LORCOM LN,5-Not Market Sale,1175000,2018-08-17
214113,41403,1749 S HAYES ST 00002,7-Partial Interest,270000,2018-08-17
20625,55728,4074 35th ST N,G-New Construction,1936000,2018-08-16
38113,7597,3726 18th ST N,G-New Construction,1390806,2018-08-16
922,175,6729 31st ST N,E-Estate Sale,820000,2018-08-15
47588,9463,2028 N DINWIDDIE ST,5-Not Market Sale,762500,2018-08-15
58516,11649,6229 23rd ST N,L-Land Sale,1450000,2018-08-15
23197,4624,4212 39th ST N,G-New Construction,2013936,2018-08-15
34829,55096,3200 22nd ST N,5-Not Market Sale,730000,2018-08-15
18719,3726,3806 N STAFFORD ST,G-New Construction,1799000,2018-08-14
88723,53552,900 N STAFFORD ST 1904,"4-Multiple RPCs, Not A Coded S",337000,2018-08-14
4012,63333,2611 N ROCKINGHAM ST,G-New Construction,1560992,2018-08-14
89210,17638,901 N STUART ST 4-015,"4-Multiple RPCs, Not A Coded S",337000,2018-08-14
73768,54186,5612 5th ST N,L-Land Sale,590000,2018-08-13
158344,61196,312 S VEITCH ST,5-Not Market Sale,430000,2018-08-13
157409,30839,312 S FILLMORE ST,5-Not Market Sale,650000,2018-08-13
12131,2398,5307 26th RD N,5-Not Market Sale,885000,2018-08-13
29823,63093,2513 N VERNON ST,L-Land Sale,775000,2018-08-10
11025,2185,4856 30th ST N,7-Partial Interest,400000,2018-08-10
169533,33122,5300 COLUMBIA PIKE 1010,7-Partial Interest,125000,2018-08-10
269325,51342,2421 N BUCHANAN ST,G-New Construction,1575000,2018-08-10
118986,23339,1111 ARLINGTON BLVD 731,O-Assignment of Lease,204999,2018-08-09
222283,43051,S ARLINGTON RIDGE RD,"4-Multiple RPCs, Not A Coded S",1075000,2018-08-09
222287,43052,2343 S MEADE ST,"4-Multiple RPCs, Not A Coded S",1075000,2018-08-09
225254,43607,1142 N JACKSON ST,5-Not Market Sale,1450000,2018-08-09
267548,50688,SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",23860000,2018-08-08
118657,23271,1111 ARLINGTON BLVD 537,O-Assignment of Lease,130000,2018-08-08
4971,973,2437 N NOTTINGHAM ST,G-New Construction,1689000,2018-08-08
121053,23773,1021 ARLINGTON BLVD 336,O-Assignment of Lease,131500,2018-08-08
267545,63980,2629 SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",23860000,2018-08-08
262771,56750,2633 SHIRLINGTON RD,"4-Multiple RPCs, Not A Coded S",23860000,2018-08-08
97857,65201,2510 16th ST N,E-Estate Sale,1125000,2018-08-07
237495,60354,1415 N TAFT ST TH1,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237501,45830,1415 N TAFT ST TH2,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237507,45831,1415 N TAFT ST TH3,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237513,60355,1415 N TAFT ST TH4,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237519,45832,1415 N TAFT ST TH5,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237525,45833,1415 N TAFT ST TH6,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237531,60356,1415 N TAFT ST TH7,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237537,45834,1415 N TAFT ST TH8,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237543,45835,1415 N TAFT ST TH9,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
237549,45836,1415 N TAFT ST TH10,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
238015,45887,1415 N TAFT ST 181,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
238009,45886,1415 N TAFT ST P181,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
238027,45888,1415 N TAFT ST 381,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
238021,69094,1415 N TAFT ST 281,"4-Multiple RPCs, Not A Coded S",6000000,2018-08-06
